Stock,Total Quarterly Gross Profit Score,Total Annual Gross Profit Score,Total Quarterly Revenue Score,Total Annual Revenue Score,Total Quarterly EPS Score,Total Annual EPS Score,Total Score
SOI,1,0,1,0,0.0,0.0,2
SON,3,0,1,0,1.0,0.0,5
SPB,1,2,1,2,2.0,0.0,8
SPG,2,0,2,0,2.0,0.0,6
SPGI,0,3,2,3,0.0,2.0,10
SPH,2,0,2,0,2.0,0.0,6
SPOT,3,0,3,1,0.0,0.0,7
SPR,0,0,1,1,0.0,0.0,2
SPXC,2,2,2,2,2.0,2.0,12
SQ,1,2,1,2,3.0,1.0,10
SQM,2,0,2,0,1.0,0.0,5
SQNS,2,2,0,2,0.0,0.0,6
SR,2,3,2,0,2.0,0.0,9
SRC,2,1,2,1,1.0,0.0,7
SRE,2,1,3,1,2.0,0.0,9
SRG,1,0,1,0,0.0,0.0,2
SRI,1,0,1,0,1.0,0.0,3
SRLP,1,0,3,0,1.0,2.0,7
SSD,1,2,0,2,0.0,2.0,7
SSTK,1,2,3,0,0.0,2.0,8
ST,1,0,1,0,1.0,0.0,3
STAG,2,2,2,2,3.0,2.0,13
STAR,1,2,1,2,0.0,1.0,7
STC,1,3,2,3,0.0,3.0,12
STE,1,3,1,3,1.0,2.0,11
STG,1,0,3,0,0.0,,4
STL,0,0,0,0,0.0,0.0,0
STM,1,2,1,2,1.0,2.0,9
STN,0,1,0,1,0.0,1.0,3
STNG,0,1,0,3,0.0,2.0,6
STON,1,2,1,2,0.0,0.0,6
STOR,1,1,1,1,1.0,0.0,5
STT,2,0,2,0,0.0,2.0,6
STWD,1,0,3,0,0.0,1.0,5
STZ,1,0,1,1,1.0,0.0,4
SU,1,0,1,0,0.0,0.0,2
SUI,1,0,1,0,0.0,0.0,2
SUM,0,1,0,0,0.0,3.0,4
SUN,0,1,1,0,0.0,1.0,3
SUP,1,0,1,0,1.0,0.0,3
SUPV,2,1,2,1,1.0,0.0,7
SWK,1,2,1,0,0.0,1.0,5
SWN,1,0,3,0,2.0,1.0,7
SWX,2,3,3,0,2.0,1.0,11
SXC,2,0,2,1,0.0,2.0,7
SXI,1,0,1,1,1.0,1.0,5
SXT,1,2,3,2,0.0,2.0,10
SYF,1,1,1,1,1.0,0.0,5
SYK,1,1,1,1,1.0,0.0,5
SYX,1,2,1,2,1.0,1.0,8
SYY,1,0,1,0,1.0,0.0,3
T,2,0,3,0,1.0,0.0,6
TAC,0,1,1,1,0.0,1.0,4
TAK,2,3,2,3,2.0,0.0,12
TAL,1,1,1,0,0.0,1.0,4
TALO,1,0,1,0,0.0,0.0,2
TAP,0,1,0,0,0.0,0.0,1
TARO,1,0,1,1,1.0,1.0,5
TBI,1,0,1,0,1.0,0.0,3
TCI,2,2,2,2,1.0,2.0,11
TCP,1,2,1,2,1.0,1.0,8
TCS,1,1,1,0,1.0,0.0,4
TD,1,0,1,0,1.0,2.0,5
TDC,2,2,2,0,2.0,2.0,10
TDG,1,1,1,1,1.0,0.0,5
TDOC,2,2,2,2,0.0,0.0,8
TDS,1,0,1,1,1.0,2.0,6
TECK,1,0,1,0,1.0,0.0,3
TEF,3,1,1,0,2.0,2.0,9
TEL,1,0,1,0,1.0,0.0,3
TEN,1,1,1,1,2.0,0.0,6
TEO,2,0,2,0,0.0,0.0,4
TEVA,3,2,3,0,2.0,0.0,10
TEX,1,0,1,0,3.0,0.0,5
TFC,2,3,2,3,1.0,0.0,11
TFII,0,2,1,0,,,3
TFX,1,0,3,0,1.0,1.0,6
TGH,3,0,3,0,1.0,2.0,9
TGI,2,2,0,1,0.0,0.0,5
TGNA,1,2,1,2,1.0,2.0,9
TGP,2,1,2,0,1.0,1.0,7
TGS,2,2,3,2,0.0,0.0,9
TGT,2,3,2,3,2.0,3.0,15
THC,1,1,1,1,2.0,2.0,8
THG,2,1,2,1,2.0,0.0,8
THO,2,2,0,2,2.0,2.0,10
THR,3,0,3,1,3.0,1.0,11
THS,2,2,3,2,1.0,2.0,12
TIMB,3,0,3,1,2.0,0.0,9
TISI,1,0,1,0,0.0,0.0,2
TJX,0,1,1,0,1.0,0.0,3
TK,0,1,0,1,1.0,0.0,3
TKC,1,0,1,0,2.0,1.0,5
TKR,1,0,1,0,1.0,0.0,3
TLK,0,2,2,2,0.0,2.0,8
TLYS,2,1,2,0,1.0,1.0,7
TM,1,0,1,0,1.0,2.0,5
TME,1,0,2,0,3.0,,6
TMHC,1,3,0,3,0.0,1.0,8
TMO,3,2,3,2,1.0,2.0,13
TMST,2,0,1,0,0.0,0.0,3
TMX,0,3,0,1,2.0,1.0,7
TNC,1,0,1,0,0.0,0.0,2
TNET,2,2,3,1,0.0,3.0,11
TNK,0,1,0,0,0.0,2.0,3
TOL,1,0,1,0,1.0,0.0,3
TOT,3,0,1,0,3.0,0.0,7
TPB,2,2,2,2,2.0,2.0,12
TPC,1,2,1,2,1.0,2.0,9
TPH,2,2,2,2,2.0,2.0,12
TPL,1,0,1,0,2.0,0.0,4
TPR,1,0,1,0,1.0,1.0,4
TPVG,2,2,2,2,0.0,0.0,8
TPX,1,3,1,3,1.0,3.0,12
TR,1,1,1,1,1.0,1.0,6
TRC,1,0,1,0,1.0,0.0,3
TREC,1,1,3,0,1.0,2.0,8
TREX,2,2,0,2,0.0,2.0,8
TRGP,1,2,1,0,0.0,0.0,4
TRI,3,3,3,1,3.0,0.0,13
TRNO,1,0,3,0,0.0,2.0,6
TROX,3,0,1,1,1.0,2.0,8
TRP,3,0,1,0,2.0,2.0,8
TRQ,2,0,2,0,1.0,2.0,7
TRTN,3,0,3,0,2.0,1.0,9
TRTX,0,1,0,1,0.0,1.0,3
TRU,1,0,1,0,1.0,1.0,4
TRV,1,0,1,0,1.0,0.0,3
TS,2,0,2,0,2.0,0.0,6
TSE,1,0,1,0,1.0,0.0,3
TSM,1,2,1,2,3.0,2.0,11
TSN,0,2,1,1,0.0,2.0,6
TSQ,1,1,1,1,2.0,0.0,6
TT,0,1,0,1,0.0,1.0,3
TTI,0,0,0,1,0.0,0.0,1
TU,1,1,1,2,1.0,0.0,6
TUFN,2,0,3,0,0.0,0.0,5
TUP,1,0,1,0,0.0,2.0,4
TV,3,0,3,0,2.0,0.0,8
TWI,2,0,3,0,0.0,0.0,5
TWLO,3,1,3,1,0.0,0.0,8
TWO,2,1,2,1,1.0,1.0,8
TWTR,3,0,3,0,3.0,0.0,9
TX,3,0,1,0,2.0,2.0,8
TXT,1,0,3,0,1.0,0.0,5
TYL,1,1,1,1,2.0,2.0,8
UA,1,0,1,0,3.0,1.0,6
UAA,1,0,1,0,3.0,1.0,6
UAN,2,1,2,1,0.0,0.0,6
UBA,1,0,1,0,2.0,0.0,4
UBER,1,0,1,0,0.0,0.0,2
UBP,1,0,1,0,2.0,0.0,4
UBS,1,2,1,2,1.0,2.0,9
UE,3,0,3,0,2.0,0.0,8
UFI,1,0,1,0,3.0,0.0,5
UFS,1,0,1,0,0.0,0.0,2
UGI,2,2,2,0,2.0,2.0,10
UGP,1,0,1,0,2.0,2.0,6
UHS,2,1,1,1,2.0,3.0,10
UHT,1,0,1,0,1.0,2.0,5
UI,1,1,1,0,1.0,1.0,5
UIS,1,0,3,0,0.0,2.0,6
UMC,2,2,0,2,1.0,2.0,9
UMH,0,2,1,0,2.0,1.0,6
UNF,0,0,1,1,0.0,0.0,2
UNFI,2,1,2,1,2.0,0.0,8
UNH,2,2,1,0,0.0,1.0,6
UNM,0,1,2,3,0.0,1.0,7
UNP,1,0,1,0,1.0,1.0,4
UPS,0,1,2,2,0.0,0.0,5
URI,1,0,1,0,2.0,1.0,5
USB,1,0,1,0,1.0,0.0,3
USDP,1,2,1,2,1.0,0.0,7
USFD,1,1,1,1,0.0,0.0,4
USM,1,0,1,0,1.0,2.0,5
USNA,1,2,1,2,3.0,2.0,11
USX,2,2,3,2,0.0,2.0,11
UTI,1,1,1,1,1.0,2.0,7
UTL,2,1,3,0,2.0,1.0,9
UVE,0,0,1,3,0.0,0.0,4
UVV,3,1,3,1,3.0,0.0,11
V,3,0,3,0,2.0,0.0,8
VAC,1,1,1,1,0.0,1.0,5
VALE,1,2,1,2,1.0,2.0,9
VAPO,2,3,2,2,0.0,0.0,9
VAR,1,0,1,0,0.0,1.0,3
VCRA,0,2,0,2,1.0,0.0,5
VEC,1,0,1,0,1.0,2.0,5
VEDL,2,0,1,0,2.0,1.0,6
VEEV,1,3,1,3,2.0,0.0,10
VEL,3,0,3,0,2.0,,8
VER,1,0,1,0,1.0,2.0,5
VGR,1,3,1,2,0.0,1.0,8
VHC,1,3,1,3,0.0,0.0,8
VHI,0,0,3,1,2.0,0.0,6
VICI,1,2,1,2,0.0,2.0,8
VIPS,2,1,2,0,1.0,1.0,7
VIV,3,0,1,1,1.0,0.0,6
VLO,2,0,1,0,0.0,0.0,3
VLRS,3,1,1,1,0.0,1.0,7
VMC,0,1,0,0,0.0,1.0,2
VMI,3,2,3,2,1.0,1.0,12
VMW,2,0,2,0,2.0,1.0,7
VNCE,2,1,2,1,2.0,2.0,10
VNE,1,0,1,0,0.0,0.0,2
VNO,3,0,1,0,1.0,1.0,6
VNTR,2,0,1,0,0.0,0.0,3
VOYA,2,0,1,1,2.0,0.0,6
VPG,1,0,1,0,2.0,0.0,4
VRTV,1,0,1,0,1.0,2.0,5
VSH,1,0,1,0,1.0,0.0,3
VST,1,0,1,0,0.0,1.0,3
VSTO,0,0,1,0,0.0,0.0,1
VTOL,2,2,1,0,0.0,1.0,6
VTR,3,1,2,1,3.0,1.0,11
VVI,0,1,1,1,0.0,0.0,3
VVV,1,2,1,0,1.0,3.0,8
VZ,3,0,3,0,2.0,1.0,9
W,0,2,0,2,0.0,2.0,6
WAB,1,1,3,1,1.0,2.0,9
WAL,3,1,3,1,1.0,0.0,9
WAT,2,0,3,0,2.0,0.0,7
WBAI,1,2,1,0,0.0,0.0,4
WBS,1,0,1,0,0.0,0.0,2
WBT,1,0,1,0,3.0,0.0,5
WCC,1,2,1,2,1.0,0.0,7
WCN,1,0,1,1,1.0,1.0,5
WD,2,3,2,3,2.0,3.0,15
WDR,1,0,1,0,1.0,0.0,3
WEC,1,3,3,0,1.0,1.0,9
WELL,2,1,2,1,1.0,0.0,7
WES,1,2,1,1,2.0,0.0,7
WEX,1,0,1,0,0.0,0.0,2
WF,1,2,1,0,2.0,0.0,6
WFC,1,0,1,0,1.0,0.0,3
WGO,0,0,0,2,0.0,0.0,2
WHG,2,0,2,0,2.0,0.0,6
WHR,1,2,1,0,1.0,1.0,6
WK,1,2,3,1,0.0,0.0,7
WLK,1,0,1,0,1.0,0.0,3
WLKP,1,1,2,0,1.0,1.0,6
WM,1,1,1,1,1.0,0.0,5
WMC,1,1,1,1,1.0,1.0,6
WMK,2,2,2,2,1.0,2.0,11
WMS,0,3,0,2,0.0,0.0,5
WMT,2,2,2,2,0.0,1.0,9
WNS,1,2,1,2,1.0,0.0,7
WOR,2,0,0,0,1.0,0.0,3
WPC,3,1,3,1,0.0,2.0,10
WPG,3,0,1,0,0.0,0.0,4
WPM,1,3,1,3,1.0,2.0,11
WRB,2,1,2,1,0.0,0.0,6
WRE,0,0,1,1,0.0,1.0,3
WRI,1,0,1,0,1.0,0.0,3
WRK,1,0,1,1,2.0,0.0,5
WSM,2,2,2,2,2.0,2.0,12
WSO,0,2,0,3,0.0,2.0,7
WSR,1,0,1,0,3.0,0.0,5
WST,2,3,2,2,2.0,2.0,13
WTI,3,0,1,0,0.0,0.0,4
WTM,0,1,0,1,2.0,1.0,5
WTRG,2,3,2,3,2.0,2.0,14
WTS,1,0,1,0,1.0,0.0,3
WTTR,3,0,3,0,0.0,0.0,6
WU,1,0,1,0,1.0,0.0,3
WWE,1,2,2,0,0.0,2.0,7
WY,1,2,1,2,1.0,2.0,9
X,3,0,1,0,2.0,0.0,6
XEC,1,0,1,0,2.0,0.0,4
XHR,0,0,1,0,2.0,0.0,3
XIN,2,1,3,0,2.0,1.0,9
XOM,1,0,1,0,0.0,0.0,2
XPO,1,0,1,0,1.0,1.0,4
XRX,1,0,1,0,0.0,1.0,3
XYF,0,0,2,0,0.0,,2
XYL,3,0,3,0,3.0,0.0,9
Y,2,1,0,1,2.0,1.0,7
YELP,1,0,1,0,2.0,0.0,4
YETI,1,2,1,2,0.0,2.0,8
YEXT,2,0,2,0,0.0,0.0,4
YPF,1,0,1,0,0.0,0.0,2
YRD,1,0,1,0,2.0,0.0,4
YUM,1,1,1,2,0.0,0.0,5
YUMC,1,1,1,0,1.0,2.0,6
ZBH,1,1,1,0,1.0,1.0,5
ZEN,3,1,3,0,0.0,0.0,7
ZTO,2,0,2,0,1.0,0.0,5
ZTS,1,1,1,0,1.0,2.0,6
ZUO,3,2,1,0,0.0,0.0,6
ZYME,0,0,2,2,0.0,0.0,4
